year;week_number;store_id;department_id;uto_value;bests_value;tc_percent_value;twenty_eighty_percent_value;turnover_value;gold_value;uto_rating;bests_rating;tc_percent_rating;twenty_eighty_percent_rating
2025;4;94;10;7.98;6.6;13.3;32.4;76.8;92;5;8;3;4
2025;5;94;10;8.9;4.9;13.1;37.9;77.1;96;10;8;5;7
2025;6;94;10;7.63;2.8;17;29.9;71.5;96;11;3;3;8
2025;7;94;10;5.49;2.2;14.3;37.54;69.8;95;5;1;5;1
2025;8;94;10;5.54;2.2;14.35;31.44;69;93;6;4;3;6
2025;9;94;10;4.91;1.8;14.07;33.23;72.5;89;9;3;3;7
2025;10;94;10;4.26;2.3;1.02;37.65;72.2;84;11;5;10;7
2025;11;94;10;4.68;3.5;13.83;32.7;72.1;86;12;8;2;7
2025;12;94;10;3.71;3.9;13.41;32.3;67;83;8;9;2;9
2025;13;94;10;4.34;2.3;13.01;31.98;66;76;11;5;2;8
2025;14;94;10;4.41;3.5;13.3;37.07;70.9;58;9;10;2;3
2025;15;94;10;4.95;2.9;10.62;41.77;68.3;89;13;8;3;3
2025;16;94;10;4.13;1.2;10.44;40.98;67.4;93;11;4;3;4
2025;17;94;10;4.26;2.3;15.06;32.48;82.3;96;7;6;4;11
2025;18;94;10;4.22;1.1;12.35;41.72;68.7;91;10;1;3;8
2025;19;94;10;3.79;1.1;11.31;40.92;65.3;94;8;1;3;6
2025;20;94;10;4.79;2.3;12.52;39.81;65.6;89;10;4;3;7
2025;21;94;10;4.17;2.2;11.34;40.31;61;93;9;3;2;6
2025;22;94;10;4.28;1.6;11.75;42.01;63.6;94;10;3;2;5
2025;23;94;10;4.76;1.6;11.21;44.18;63.5;96;11;3;2;4
2025;24;94;10;4.02;2.9;11.63;44.61;62.9;93;11;9;2;3
2025;25;94;10;3.11;1.1;11.17;45.28;65.9;92;8;1;2;2
2025;26;94;10;2.25;0.5;12.92;44.75;67.6;88;2;1;2;4
2025;27;94;10;2.07;1.1;12.93;44.93;65.6;91;3;3;2;4
2025;28;94;10;2.07;1.1;13.26;45.53;66.4;95;3;3;2;3
2025;29;94;10;3;0.6;12.38;47.1;64.1;99;6;2;2;3
2025;30;94;10;2.8;2.2;12.2;46.23;62.5;98;6;7;2;3
2025;31;94;10;3.98;1.1;12.04;45.52;64.3;96;12;2;2;3
2025;32;94;10;3.57;1.7;11.79;44.81;63.2;93;10;5;2;3
2025;33;94;10;3.29;3.8;11.42;44.5;60.8;91;10;8;2;2
2025;34;94;10;3.07;2.2;11.64;45.05;60.2;94;10;5;2;2
2025;35;94;10;3.34;4.4;11.99;45.06;58.2;94;10;10;2;3
2025;36;94;10;3.61;3.4;12.49;39.64;58.6;94;11;8;2;3
2025;37;94;10;3.32;0.6;11.35;45.82;58.6;97;8;2;3;2
2025;38;94;10;3.26;3.4;11.23;46.38;57.2;95;7;10;3;2
2025;39;94;10;3.43;6.6;11.23;46.38;57.2;92;9;12;3;2
2025;40;94;10;2.64;4.5;9.89;45.69;53.7;94;6;11;2;3
2025;41;94;10;3.24;4.5;10.23;46.81;56.8;91;10;11;2;2
2025;42;94;10;2.74;3.9;10.24;47.3;55.4;94;7;13;2;2
2025;43;94;10;3.07;1.8;10.73;48.18;59.9;98;11;6;2;1
2025;1;7;11;2.93;1.4;14.2;52.3;50.5;69;3;1;6;1
2025;2;7;11;1.69;3.1;13.9;51.6;49.5;100;2;6;6;1
2025;3;7;11;3.46;5.3;13.2;51.2;51.4;96;3;3;6;1
2025;4;7;11;5.95;4.4;12;51.4;50.3;91;4;10;7;1
2025;5;7;11;7.46;4.4;10.2;55.5;53.9;93;13;10;5;2
2025;6;7;11;8.12;3.8;16.8;49.8;50.8;94;13;9;6;1
2025;7;7;11;5.57;2.9;9.76;58.01;51.4;95;11;10;5;8
2025;8;7;11;3;2.1;11.79;52.59;51.9;92;6;6;5;13
2025;9;7;11;3.82;3.5;12.36;52.14;54.7;90;9;12;6;1
2025;10;7;11;2.14;0.7;0.02;59.16;58.3;85;7;1;4;1
2025;11;7;11;2.19;2.2;11.96;52;54.6;84;5;8;5;1
2025;12;7;11;3.3;3.7;11.25;50.14;49;86;9;10;4;1
2025;13;7;11;4.14;1.5;11.7;48.72;43.8;71;11;3;5;1
2025;14;7;11;5.03;2.2;14.12;51.17;47.2;38;11;4;4;1
2025;15;7;11;3.96;0.7;6.82;57.26;43.5;64;10;2;5;1
2025;16;7;11;5.84;1.4;5.78;56.93;43.9;78;13;7;4;1
2025;17;7;11;7.01;2.2;7.18;58.97;45.5;83;13;11;1;1
2025;18;7;11;3.91;1.4;6.27;58.32;44.1;81;11;5;1;1
2025;19;7;11;4.37;1.4;6.06;58.01;41.8;77;13;3;1;1
2025;20;7;11;3.24;4.2;7.48;57.01;41.5;83;7;12;2;1
2025;21;7;11;4.14;1.4;7.64;54.91;37.4;84;12;3;2;1
2025;22;7;11;3.86;2.1;8.61;56.94;43.3;79;10;2;4;1
2025;23;7;11;4.04;2.1;7.79;55.17;41.6;80;9;5;3;1
2025;24;7;11;2.57;2.1;9.6;51.89;43.8;76;7;7;4;4
2025;25;7;11;2.74;2.8;8.53;54.06;43.7;60;7;8;4;1
2025;26;7;11;3.17;2.9;9.91;52.55;45.8;71;8;7;8;2
2025;27;7;11;2.47;2.1;10.81;52.47;47.7;86;2;4;9;4
2025;28;7;11;2.47;2.1;10.59;53.27;47.3;84;2;4;7;1
2025;29;7;11;3.31;2.8;9.43;54.53;47.9;81;8;11;9;2
2025;30;7;11;3.29;2.1;9.7;53.02;45.7;89;4;8;9;5
2025;31;7;11;3.07;2.2;11.5;52.78;45.5;90;1;4;10;3
2025;32;7;11;3.24;0.7;11.67;54.02;45.9;91;5;1;10;4
2025;33;7;11;2.96;2.2;11.23;53.65;43.1;89;3;7;10;3
2025;34;7;11;2.09;2.8;10.3;54.13;41.8;78;5;8;8;2
2025;35;7;11;2.57;2.1;10.93;52.63;40.8;78;3;2;9;2
2025;36;7;11;2.46;2.7;12.79;47.2;42;79;2;7;5;4
2025;37;7;11;2.68;0.7;10.72;53.34;41.5;83;4;2;8;3
2025;38;7;11;2.61;0;10.21;53.68;40.1;80;6;1;6;3
2025;39;7;11;2.21;0.7;10.21;53.68;40.1;86;5;1;6;3
2025;40;7;11;2.02;3.5;9.71;55.05;42;79;5;10;6;2
2025;41;7;11;1.9;2.1;11.15;55;43.9;81;3;5;6;3
2025;42;7;11;2.58;2.2;11.15;55.07;43.6;82;8;3;6;2
2025;43;7;11;2.99;2.1;12.52;57.29;43.8;84;10;2;4;1
2025;1;14;11;2.49;2.2;20.4;46.4;69;70;1;4;13;7
2025;2;14;11;1.91;2.3;19.9;45.3;70;100;1;3;13;7
2025;3;14;11;2.76;6;19.2;45.1;67.4;92;1;9;10;6
2025;4;14;11;4.24;1.5;18.3;45;64.7;89;2;1;11;6
2025;5;14;11;4.12;3;17;46.6;68.4;90;4;5;10;9
2025;6;14;11;4.42;3;22.9;42.2;65.1;93;8;6;11;10
2025;7;14;11;5.3;3;16.62;48.86;66.6;99;10;11;10;13
2025;8;14;11;3.99;3.7;18.12;43.98;65;97;12;11;11;5
2025;9;14;11;4.24;3.6;18.33;41.96;66.7;91;10;13;10;10
2025;10;14;11;2.03;5.1;0.1;51.61;68.4;90;6;12;11;5
2025;11;14;11;2.45;4.4;17.85;43.3;66.8;72;8;12;9;10
2025;12;14;11;3.96;3.6;17.92;43.42;63.7;79;12;8;11;7
2025;13;14;11;2.31;2.2;19.13;43.76;59.2;84;5;7;12;7
2025;14;14;11;2.93;1.5;19.26;45.25;54.8;41;6;2;10;8
2025;15;14;11;3.08;2.2;10.15;52.23;52.1;65;8;10;8;8
2025;16;14;11;3.92;3;10.1;51.03;47.6;78;8;12;9;8
2025;17;14;11;5.23;0.8;12.21;50.41;50.5;82;12;5;8;6
2025;18;14;11;4.75;2.3;11.36;50.2;49;70;12;9;8;7
2025;19;14;11;3.89;1.5;11.15;50.27;47.1;80;12;4;8;6
2025;20;14;11;3.41;2.2;11.49;49.59;48.1;83;8;6;8;5
2025;21;14;11;3.21;2.8;12.12;47.28;43.5;84;5;7;9;7
2025;22;14;11;3.62;3.6;10.59;46.92;47.6;84;8;11;8;10
2025;23;14;11;3.22;1.5;11.64;50.87;49.9;77;5;4;8;4
2025;24;14;11;2.55;0;13.56;51.92;54.7;83;6;1;10;3
2025;25;14;11;2.86;2.2;13.08;53.43;57.1;67;8;6;10;2
2025;26;14;11;2.95;2.9;13.11;52.47;58.5;75;5;8;12;3
2025;27;14;11;3.19;0.8;14.23;52.64;58.8;86;6;2;12;2
2025;28;14;11;3.19;0.8;13.12;52.68;57.9;95;6;2;11;2
2025;29;14;11;2.47;1.5;10.52;53.84;55.6;84;5;4;11;3
2025;30;14;11;2.92;1.5;10.39;53.84;53.1;93;1;6;11;1
2025;31;14;11;3.16;2.2;11.22;53.75;52.4;99;2;5;9;1
2025;32;14;11;3.22;0.7;10.83;54.06;54.1;97;4;2;9;3
2025;33;14;11;2.96;0.7;11.02;52.4;52.1;91;4;2;9;5
2025;34;14;11;1.69;2.3;10.95;52.2;48.8;85;2;7;10;5
2025;35;14;11;2.57;3;10.84;51.36;47.9;81;4;8;8;5
2025;36;14;11;3.24;1.5;14.37;45.62;49.2;77;8;3;11;7
2025;37;14;11;3.07;2.3;10.69;49.33;46.9;85;6;5;6;7
2025;38;14;11;3.07;2.3;10.34;49.77;44.4;85;8;5;7;7
2025;39;14;11;3.41;5.1;10.34;49.77;44.4;87;11;12;7;7
2025;40;14;11;3.48;0.8;10.83;53.01;46.9;83;10;3;8;5
2025;41;14;11;3.25;3.1;12.02;52.44;48.9;88;10;9;8;5
2025;42;14;11;2.46;3.2;12.03;53.33;48.9;90;7;10;8;5
2025;43;14;11;3.27;4.6;14.86;53.86;50.2;77;11;9;7;4
2025;1;94;11;5.38;2.9;13.3;50.4;55.4;67;8;7;5;4
2025;2;94;11;3.76;2.3;13;49.3;57.2;82;8;3;5;4
2025;3;94;11;3.16;3.8;45.1;47.9;55.3;99;2;1;3;4
2025;4;94;11;4.71;6.1;11.8;47.9;52;88;3;11;6;4
2025;5;94;11;5.21;5.5;11.1;52.2;52.1;88;11;11;6;4
2025;6;94;11;8.06;2.3;16.8;46.1;48;92;12;2;5;3
2025;7;94;11;5.99;1.6;10.66;52.65;48.2;95;12;4;6;5
2025;8;94;11;3.71;0;12.58;47.43;47.2;98;10;1;6;9
2025;9;94;11;2.78;0;12.24;45.55;48.9;90;7;1;5;6
2025;10;94;11;1.42;4.4;0.05;51.78;50.2;83;4;11;8;4
2025;11;94;11;2.25;2.9;11.27;46.01;50.3;86;6;9;2;6
2025;12;94;11;2.79;3.6;10.56;45.86;45.5;85;6;9;2;5
2025;13;94;11;2.6;3.7;10.74;44.03;40.8;75;7;9;2;6
2025;14;94;11;3.6;1.5;13.63;46.03;45.7;38;10;3;3;5
2025;15;94;11;3.33;0.7;7.7;55.94;42.2;73;9;4;6;2
2025;16;94;11;3.41;0.7;7.81;55.27;39.6;71;6;3;7;3
2025;17;94;11;4.52;0.7;7.91;52.18;40;69;10;3;4;2
2025;18;94;11;3.34;2.2;8.14;52.49;39.1;74;8;8;3;3
2025;19;94;11;3.05;5.2;7.31;52.16;37.9;83;9;13;3;3
2025;20;94;11;3.78;3.8;8.01;52.18;37.8;83;9;11;3;3
2025;21;94;11;3.66;7.3;7.86;50.83;34.1;74;9;13;3;2
2025;22;94;11;3.87;2.9;6.55;54.13;37.7;80;11;5;1;2
2025;23;94;11;5.55;2.9;6.09;53.52;37.2;74;13;11;1;2
2025;24;94;11;3.81;0;7.59;52.55;40.8;76;11;3;1;1
2025;25;94;11;2.49;2.8;7.41;52.33;41.7;63;4;9;2;4
2025;26;94;11;3.59;5.1;8.62;51.85;45;73;10;13;3;4
2025;27;94;11;3.73;2.2;8.37;52.53;45.1;90;11;8;2;3
2025;28;94;11;3.73;2.2;8.07;52.14;44.4;87;11;8;2;4
2025;29;94;11;3.83;1.4;6.2;53.31;42.2;89;10;3;1;5
2025;30;94;11;3.65;1.5;6.35;53.25;40.7;92;7;7;1;3
2025;31;94;11;3.66;2.2;7.77;52.03;39.9;93;7;6;1;4
2025;32;94;11;3.73;0.7;7.3;54.08;41.7;89;8;3;1;2
2025;33;94;11;3.44;2.1;7.61;54.21;39.8;84;7;6;1;1
2025;34;94;11;2.17;2.9;7.21;52.75;37.6;80;7;9;1;3
2025;35;94;11;2.94;2.8;7.12;52;35.9;85;7;7;1;4
2025;36;94;11;2.76;0.7;9.56;46.24;35.3;81;5;1;3;6
2025;37;94;11;2.27;3.8;7.75;51.78;35.3;86;2;11;2;4
2025;38;94;11;2.95;3.1;7.46;52.56;34.1;86;7;9;2;4
2025;39;94;11;3.03;0.8;7.46;52.56;34.1;85;8;2;2;4
2025;40;94;11;2.52;4.5;6.73;54.09;33;80;7;12;2;3
2025;41;94;11;3.56;1.5;7.52;55.3;37.1;88;11;4;2;2
2025;42;94;11;2.74;2.2;7.45;55.4;36.6;90;9;4;1;1
2025;43;94;11;2.79;1.5;8.09;57;37.3;79;8;1;1;2
2025;1;7;12;2.53;2.9;18.9;31;75;78;5;3;1;1
2025;2;7;12;2.08;4;19.1;29.4;65.7;97;3;3;1;1
2025;3;7;12;5.16;3.1;18.8;28.3;64.4;81;9;4;1;1
2025;4;7;12;7.75;2.9;18.1;28.8;72.4;79;7;3;1;1
2025;5;7;12;6.08;1.8;15.9;34;74.6;81;4;2;1;2
2025;6;7;12;4.39;3.7;23.6;24.7;87;77;4;7;1;1
2025;7;7;12;3.67;2.8;15.48;32.61;89.6;59;3;3;1;4
2025;8;7;12;4.04;2.9;19.52;24.98;86.6;70;8;1;1;13
2025;9;7;12;3.85;2.8;19.98;25.81;91.4;69;1;5;2;1
2025;10;7;12;2.87;4.8;0.3;33.76;90.1;68;1;7;2;2
2025;11;7;12;2.95;2.9;19.75;26.6;86.6;63;1;6;2;1
2025;12;7;12;3.76;1;19.86;26.72;85;67;8;1;1;1
2025;13;7;12;4.87;1;19.92;25.54;78.2;63;10;1;1;1
2025;14;7;12;5.29;3.7;20.22;26.66;77.8;45;9;6;2;1
2025;15;7;12;4.87;3;13.4;36.15;79.5;61;7;3;1;1
2025;16;7;12;5.13;2.9;12.56;36.16;78.4;65;9;2;1;1
2025;17;7;12;5.21;1;20.13;34.06;85.4;58;8;1;1;1
2025;18;7;12;3.38;1;18.19;35.81;88.5;62;5;1;1;1
2025;19;7;12;2.33;1.9;16.65;35.66;80.9;54;3;2;1;1
2025;20;7;12;2.57;0;17.81;35.73;80.2;69;3;1;1;1
2025;21;7;12;2.88;5.3;18.2;34.98;75.8;71;1;8;1;1
2025;22;7;12;2.83;2.1;17.7;33.82;80.2;54;2;3;1;1
2025;23;7;12;3.23;1;17.84;32.79;80.1;55;5;2;1;1
2025;24;7;12;2.85;0;18.18;33.23;83.5;65;5;1;1;1
2025;25;7;12;1.78;0;17.27;33.36;82.1;65;4;1;1;1
2025;26;7;12;1.87;1;18.18;34.07;82.5;72;2;1;1;1
2025;27;7;12;2.22;4.1;19.5;35.88;85.5;69;4;6;1;1
2025;28;7;12;2.22;4.1;19.41;36.8;86.9;61;4;6;1;1
2025;29;7;12;1.41;1;22.75;36.49;88;58;1;1;2;1
2025;30;7;12;1.8;0;22.59;36.54;87;66;3;1;1;1
2025;31;7;12;1.99;1;25.42;36.58;86.9;52;4;1;5;1
2025;32;7;12;2.7;1.8;24.85;35.15;88.1;56;8;3;3;1
2025;33;7;12;1.9;0.9;25.2;34.51;87.2;61;3;1;3;1
2025;34;7;12;0.84;1.9;24.61;35.34;81.3;68;1;3;3;1
2025;35;7;12;1.55;2;24.95;34.18;77;65;1;3;4;1
2025;36;7;12;1.37;1.9;21.54;25.98;75.1;72;3;3;2;1
2025;37;7;12;1.97;3.7;19.8;33.91;68.9;78;8;5;1;2
2025;38;7;12;2.98;3.2;18.51;35.22;68.6;73;6;9;1;2
2025;39;7;12;5.14;1;18.51;35.22;68.6;68;12;1;1;2
2025;40;7;12;2.51;0;17.5;36.18;82.2;68;7;1;1;1
2025;41;7;12;2.58;3.2;18.04;37.23;88.4;76;10;8;1;1
2025;42;7;12;1.69;1;17.83;36.89;84.6;81;5;1;1;1
2025;43;7;12;1.71;0;18.93;36.39;88.1;75;5;1;1;1
2025;1;14;12;2.45;0;23.9;24.8;102.9;87;3;1;4;7
2025;2;14;12;2.01;2.1;24.1;24.7;96.7;100;2;1;4;5
2025;3;14;12;3.59;2.1;24;24;93.5;87;1;2;3;4
2025;4;14;12;5.12;2.1;23.2;24.3;99.9;79;2;2;3;3
2025;5;14;12;5.17;1;21.9;29.2;104.9;81;1;1;5;3
2025;6;14;12;4.42;1;27.2;21.4;115.3;82;5;1;3;4
2025;7;14;12;4.71;1;21.98;27.66;116;72;10;1;6;1
2025;8;14;12;3.87;4.6;22.57;21.88;112.3;68;5;3;4;9
2025;9;14;12;5.1;1.8;22.03;22.62;113.7;76;6;2;3;6
2025;10;14;12;4.35;0;0.72;29.93;110.5;64;4;1;11;6
2025;11;14;12;3.81;1.9;21.57;23.53;106.3;64;4;4;3;5
2025;12;14;12;5.2;1.9;21.58;24.07;101.6;67;11;4;3;4
2025;13;14;12;5.33;3.9;22.12;22.49;95.9;69;12;8;3;5
2025;14;14;12;7.71;1.9;22.69;22.76;100.9;53;13;1;3;6
2025;15;14;12;6.3;0.9;16.5;32.77;98.7;67;10;1;2;6
2025;16;14;12;5.49;2;17.14;32.74;99.2;61;11;1;3;6
2025;17;14;12;4.92;2;23.41;30.47;106.4;63;5;2;3;7
2025;18;14;12;3.75;4;22.06;31.19;111.2;42;8;5;3;8
2025;19;14;12;2.51;4;20.45;31.05;104.4;53;6;7;3;7
2025;20;14;12;2.45;3;20.56;30.77;102.8;71;1;4;2;4
2025;21;14;12;3.94;3;21.75;29.85;101.7;70;7;4;3;7
2025;22;14;12;3.29;0;21.64;30;111.5;62;5;1;4;8
2025;23;14;12;2.34;1;21.92;29.3;114.1;55;1;3;4;8
2025;24;14;12;2.28;1;24.1;29.08;121.2;70;1;2;6;6
2025;25;14;12;1.85;0;22.24;30.48;118.8;75;5;2;5;4
2025;26;14;12;1.8;1.2;22.37;30.17;114.9;80;1;3;5;4
2025;27;14;12;1.78;2.2;22.97;31.69;113.5;75;1;4;5;3
2025;28;14;12;1.78;2.2;22.5;30.62;113.5;72;1;4;5;5
2025;29;14;12;1.7;1.1;24.68;31.18;110.6;65;2;2;7;8
2025;30;14;12;2.31;2.2;24.71;30.36;115.1;66;6;7;7;10
2025;31;14;12;1.71;3.3;28.45;30.98;119.2;53;1;8;8;5
2025;32;14;12;2.32;2.2;28.18;29.52;114.8;60;4;5;8;6
2025;33;14;12;2.11;2.2;28.07;29.49;111.6;61;4;5;7;5
2025;34;14;12;1.92;1.1;27.01;29.27;106.6;67;4;2;7;6
2025;35;14;12;1.83;1.1;28.08;28.7;104.9;68;2;2;7;7
2025;36;14;12;0.74;2.2;23.57;21.16;102.4;72;1;4;6;9
2025;37;14;12;1.08;4.1;22.26;29.98;98.2;81;1;7;4;4
2025;38;14;12;2.08;2.1;21.19;30.37;96.1;79;2;7;4;5
2025;39;14;12;3.13;2.2;21.19;30.37;96.1;73;5;5;4;5
2025;40;14;12;2.46;5.5;20.7;30.18;108.1;75;6;10;5;9
2025;41;14;12;2.6;2.2;21.04;30.52;113.1;80;11;3;5;7
2025;42;14;12;1.5;4.1;20.87;30.17;105.7;78;2;9;5;7
2025;43;14;12;1.16;5.3;22.32;30.82;107.1;80;1;12;5;5
2025;1;94;12;4.95;3.7;24;25;89.8;90;12;7;6;5
2025;2;94;12;3.61;2.8;25.2;25.4;86.6;100;9;2;5;4
2025;3;94;12;4.68;0;25.4;25.1;83.8;84;6;1;7;2
2025;4;94;12;6.65;3;24.4;25.5;90.9;81;4;4;6;2
2025;5;94;12;5.98;2.9;23.6;28.7;90.9;77;3;5;8;4
2025;6;94;12;5.46;4.2;27.9;21.7;99.8;77;8;9;4;3
2025;7;94;12;4.39;4.1;21.93;28.62;98.2;69;8;7;5;6
2025;8;94;12;5.03;4.9;22.27;23.24;98.4;75;12;4;3;11
2025;9;94;12;4.25;4.9;22.48;23.88;101.7;64;2;11;4;4
2025;10;94;12;5.89;6.9;0.29;30.39;100.1;69;8;11;1;5
2025;11;94;12;5.27;6.7;23.13;23.57;97.6;65;10;11;4;4
2025;12;94;12;3.99;2;23.31;22.94;89.5;63;9;5;4;5
2025;13;94;12;4.82;3.1;22.28;23.54;84.7;61;9;5;4;4
2025;14;94;12;4.88;7;23.03;24.26;84.6;46;7;9;4;4
2025;15;94;12;6.86;6.6;17.18;33.08;83.5;66;12;12;3;5
2025;16;94;12;6.09;2.9;16.55;34.21;83.8;62;12;3;2;2
2025;17;94;12;5.33;2.8;22.86;31.63;90.9;54;9;4;2;4
2025;18;94;12;3.63;2;20.79;32.78;93.7;51;7;3;2;4
2025;19;94;12;2.42;3.2;19.54;33.21;89.7;55;4;5;2;2
2025;20;94;12;3.08;3.3;20.6;32.51;89.3;71;6;5;3;2
2025;21;94;12;3.37;3.2;21.53;31.25;85.7;69;3;6;2;2
2025;22;94;12;3.31;2.1;20.07;31.28;89.7;56;6;4;2;5
2025;23;94;12;3.82;5.6;20.01;30.68;90.7;47;8;11;2;5
2025;24;94;12;2.95;2.2;21.02;31.13;93.7;68;6;5;3;2
2025;25;94;12;2.2;2.2;19.62;31.95;92.2;66;6;5;2;3
2025;26;94;12;2.63;1.1;19.09;31.11;93.5;68;5;2;2;3
2025;27;94;12;3.82;0;20.05;32.99;91.2;73;8;1;2;2
2025;28;94;12;3.82;0;21.58;33.27;93.4;74;8;1;4;2
2025;29;94;12;2.62;1.1;23.26;33.34;87.9;70;7;3;3;2
2025;30;94;12;2.07;1.1;23.06;32.51;88.7;62;5;4;3;2
2025;31;94;12;2.26;3.3;25.76;33.33;90.5;59;7;9;6;2
2025;32;94;12;2.25;1.1;25.83;32.2;89.6;60;2;2;6;2
2025;33;94;12;2.43;5.3;25.89;31.24;90.1;58;6;10;4;2
2025;34;94;12;1.59;4;24.95;31.38;88;67;2;10;4;3
2025;35;94;12;2.06;3;24.7;30.62;84.5;67;4;6;3;4
2025;36;94;12;1.47;3;22.71;22.72;81.8;77;4;7;4;5
2025;37;94;12;1.33;6.9;21.61;29.63;77.7;72;2;11;3;5
2025;38;94;12;3.27;2;20.5;30.33;79.3;76;10;6;3;6
2025;39;94;12;3.19;2.2;20.5;30.33;79.3;77;7;6;3;6
2025;40;94;12;1.32;3.4;19;30.66;83.8;74;1;9;2;7
2025;41;94;12;1.61;4;19.23;32.31;92.1;76;2;10;2;4
2025;42;94;12;1.81;3.1;19.48;31.9;86;80;9;7;3;5
2025;43;94;12;2.16;4;19.39;33.2;86.7;77;9;8;2;2
2025;1;7;13;9.21;4.1;12.4;27.8;64.9;84;13;9;4;7
2025;2;7;13;5.89;5;12.2;26.2;61;98;9;8;4;8
2025;3;7;13;8.87;7.3;11.9;26;61;98;10;10;4;7
2025;4;7;13;12.43;10.7;11.5;25.3;66.6;82;12;12;4;8
2025;5;7;13;11.9;6.5;9.1;34.8;72.6;89;12;7;5;4
2025;6;7;13;10.61;9.3;14.2;29;78.5;92;11;11;4;4
2025;7;7;13;10.62;7.5;9.3;35.38;83.1;92;13;12;4;7
2025;8;7;13;6.51;1.9;12.85;28.59;85.6;92;5;3;4;9
2025;9;7;13;4.43;1.9;13.76;29.28;90.2;89;3;4;4;4
2025;10;7;13;4.82;1.8;0.51;37.3;92.8;83;3;2;7;3
2025;11;7;13;5.63;1.9;14.62;30.34;91.9;95;4;5;5;5
2025;12;7;13;4.81;1.9;14.45;30.43;88.5;86;9;4;5;4
2025;13;7;13;4.98;1.8;13.6;30.07;86.1;95;10;5;4;4
2025;14;7;13;5.02;1.8;14.91;30.49;82;34;3;5;5;4
2025;15;7;13;5.69;1.9;9.91;39.71;82.1;71;10;7;3;3
2025;16;7;13;4.81;2.9;7.7;38.35;81.4;99;6;8;2;4
2025;17;7;13;6.21;1.9;11.38;37.24;86.2;90;7;4;2;3
2025;18;7;13;5.29;2.8;12.09;37.91;91.2;85;12;7;2;4
2025;19;7;13;3.56;1;10.2;37.9;87.7;75;6;2;2;4
2025;20;7;13;2.73;1.9;10.43;38.09;88.8;88;2;6;2;3
2025;21;7;13;2.86;2;9.61;38.87;83.1;96;2;5;2;3
2025;22;7;13;3.36;2.1;9.74;39.31;82.2;95;4;5;2;4
2025;23;7;13;3.05;4;9.43;39.74;79.3;85;5;11;2;4
2025;24;7;13;2.67;5.8;10.39;40.52;83.8;85;5;11;2;4
2025;25;7;13;3.82;1.9;9.38;41.13;80.5;84;8;3;2;1
2025;26;7;13;3.29;4;10.4;41.23;80.5;91;4;9;2;1
2025;27;7;13;2.68;1;10.03;41.58;78.2;92;1;1;2;1
2025;28;7;13;2.68;1;9.64;41.76;79.9;90;1;1;2;1
2025;29;7;13;4.63;1;8.72;44.07;82.2;82;6;3;2;1
2025;30;7;13;3.28;2.1;8.71;43.4;83.3;95;3;7;2;1
2025;31;7;13;5.03;1;8.83;43.29;85.1;83;7;4;2;1
2025;32;7;13;4.45;1.9;8.71;42.92;80.7;80;9;5;2;1
2025;33;7;13;4.54;1;8.84;42.96;79.9;74;7;4;2;1
2025;34;7;13;3.31;1;8.44;42.81;77.3;56;4;3;2;2
2025;35;7;13;4.13;1.9;9.91;43.55;78.2;73;7;4;4;1
2025;36;7;13;2.9;1;12.73;34.03;81.3;100;4;1;4;1
2025;37;7;13;3.27;2;8.75;43.38;77.2;100;5;2;3;1
2025;38;7;13;4.57;2.2;7.99;43.37;72.7;78;9;3;3;1
2025;39;7;13;4.95;3.2;7.99;43.37;72.7;79;10;6;3;1
2025;40;7;13;6.29;3.2;6.84;43.4;70.4;70;12;5;2;1
2025;41;7;13;3.94;2.1;8.59;44.31;73.3;79;8;2;4;1
2025;42;7;13;2.65;2.1;8.65;44.71;71.7;69;5;3;4;1
2025;43;7;13;1.77;2;8.16;40.87;71.7;77;2;2;2;2
2025;1;14;13;7.71;5.5;14.9;24.9;80.7;89;11;12;12;10
2025;2;14;13;4.76;6.6;15;23.5;77.6;98;4;11;12;12
2025;3;14;13;8.19;8.2;14.5;23.6;79.7;95;8;13;12;9
2025;4;14;13;10.09;9;14.5;24.1;85.3;80;10;10;11;11
2025;5;14;13;10.8;5.5;14.3;32.7;89.9;90;10;5;12;9
2025;6;14;13;8.26;6.4;18.1;25.8;92.9;94;9;7;11;8
2025;7;14;13;8.45;5;13.16;32.62;96.5;90;8;6;10;4
2025;8;14;13;8.86;2;15.54;27;98.4;89;12;6;8;6
2025;9;14;13;7.99;1.9;16.54;26.88;106.3;93;10;5;11;9
2025;10;14;13;7.76;2.9;0.34;35.54;114.7;81;8;6;6;6
2025;11;14;13;8.14;1;17.83;27.85;123.8;94;9;1;11;9
2025;12;14;13;6.28;0;17.72;27.57;120.8;83;12;1;11;9
2025;13;14;13;4.2;1;18.17;28.4;111.6;95;4;2;11;6
2025;14;14;13;5.65;1.9;18.2;26.98;107.6;42;5;6;10;10
2025;15;14;13;5.29;1;12.59;35.58;102.6;67;9;4;7;7
2025;16;14;13;5.61;0;10.92;35.29;100.3;99;12;1;7;9
2025;17;14;13;5.56;1.1;14.89;34.39;104.7;89;5;3;6;8
2025;18;14;13;4.37;2;16.44;34.01;105.5;80;7;4;5;9
2025;19;14;13;3.84;3;14.05;33.58;106.6;92;8;11;5;10
2025;20;14;13;3.35;1.1;13.99;34.38;106.1;89;5;2;4;8
2025;21;14;13;3.27;1.1;13.45;35.32;98.7;89;3;3;4;8
2025;22;14;13;3.59;1.1;13.08;37.17;105.5;90;6;2;4;7
